0,1,2,3,4,5,6,7,8,9,10,11,12,13,binary_label
11190.json,mostly-true,Wisconsins pension system is the only one fully funded in the country.,"disability,pensions,retirement,state-finances,states",scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a tweet,1
756.json,true,"Says that under his tax plan, seniors making less than $50,000 per year won't pay any income taxes.",taxes,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a TV ad.,1
3060.json,true,This kind of snowstorm happens every 10 or 15 years.,weather,john-eaves,Fulton County Board of Commissioners Chairman,Georgia,democrat,0.0,0.0,0.0,1.0,0.0,a newspaper article,1
10349.json,mostly-true,"Says Jeb Bush not only opposes marriage equality, hes said he personally believes gay couples should be banned from adopting children.","children,corrections-and-updates,families,gays-and-lesbians",democratic-national-committee,,,none,8.0,2.0,10.0,8.0,0.0,a list of talking points,1
10107.json,half-true,Says abill he vetoed to give driver licenses to certain immigrants known as Dreamers would havechanged nothing.,"corrections-and-updates,immigration",rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,a Telemundo debate,1
3663.json,true,The Bush tax cuts helped to create a substantial part of the deficit.,"bush-administration,deficit,taxes",dennis-kucinich,U.S. representative,Ohio,democrat,1.0,3.0,4.0,6.0,0.0,a radio interview,1
10139.json,mostly-true,$2.4 million of the NIH dollars was spent on origami condoms.,"ebola,public-health",rand-paul,Candidate for U.S. Senate and physician,Kentucky,republican,7.0,8.0,10.0,12.0,3.0,a speech.,1
12380.json,mostly-true,Half of illegal immigrants come on legal visas and then overstay.,immigration,ken-cuccinelli,Attorney General,Virginia,republican,1.0,10.0,3.0,2.0,1.0,a radio interview.,1
157.json,true,"The Alternative Minimum Tax was never intended to hit people in middle income, upper middle income. It was meant for people who are rich and evading taxes.",taxes,hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,Philadelphia,1
2771.json,half-true,Says 6 percent more Republicans across the state voted than Democrats.,voting-record,bob-tiernan,Oregon Republican Party chair,Oregon,republican,0.0,0.0,1.0,0.0,0.0,a radio show,1
4738.json,true,"The average homeowner spends more than $2,000 each year on energy costs more than on either real estate taxes or homeowners insurance.","energy,housing",johnny-isakson,U.S. Senator,Georgia,republican,2.0,3.0,3.0,2.0,0.0,a press release,1
8139.json,half-true,Ohioans can expect to pay up to 41 percent more for their insurance premiums when Obamacare takes effect next year.,"government-regulation,health-care",mary-taylor,Lieutenant governor of Ohio,Ohio,republican,1.0,0.0,1.0,0.0,0.0,an email,1
10737.json,half-true,Georgia has had the nations busiest Court of Appeals for a decade or more.,"legal-issues,state-budget,states",charlie-bethel,senator,Georgia,republican,0.0,0.0,1.0,0.0,0.0,Senate chamber,1
8082.json,half-true,Says residents of Texas and San Antonio can be fired or denied jobs because they are gay.,"city-government,civil-rights,gays-and-lesbians,jobs",leticia-van-de-putte,Pharmacist,Texas,democrat,2.0,2.0,4.0,1.0,1.0,an opinion article ,1
26.json,mostly-true,The failings in our civil service are encouraged by a system that makes it very difficult to fire someone even for gross misconduct.,federal-budget,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,Oklahoma City.,1
9664.json,mostly-true,"(Mary) Burkes company, Trek Bicycles, makes 99% of their bikes overseas.","labor,workers",scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a campaign TV ad,1
12736.json,half-true,"Says as Indiana governor, he has made record investments in education.","education,state-budget",mike-pence,Governor,Indiana,republican,8.0,10.0,12.0,5.0,0.0,a speech at the Republican National Convention,1
4468.json,mostly-true,Poverty among Americans 65 and over is statistically unchanged in recent years because of Social Security.,"poverty,pundits,retirement,social-security",rachel-maddow,MSNBC host,,none,6.0,6.0,4.0,6.0,1.0,"on ""The Rachel Maddow Show""",1
11710.json,half-true,The Affordable Care Act is making families pay double-digit premium increases.,health-care,paul-ryan,U.S. Representative,Wisconsin,republican,19.0,6.0,16.0,14.0,2.0,comments on 'Meet the Press',1
3157.json,mostly-true,"Says that over the last decade, the states population grew three times faster than the Texas state tax system.","state-budget,taxes",mike-villarreal,Small business owner,Texas,democrat,1.0,0.0,1.0,2.0,0.0,an op-ed column.,1
8154.json,mostly-true,Many uninsured Americans are young.,health-care,rand-paul,Candidate for U.S. Senate and physician,Kentucky,republican,7.0,8.0,10.0,12.0,3.0,"an interview on Comedy Central's ""The Daily Show""",1
1067.json,true,"During a town hall meeting on health care, ""ABC didn't even allow ads that opposed the president's health care plan to be aired.""",health-care,lamar-smith,Congressman,Texas,republican,2.0,5.0,1.0,3.0,0.0,an interview on Fox News,1
2047.json,true,"Says Texas has one state inspector for every 4,500 oil and gas wells.","energy,environment",jeff-weems,Lawyer,Texas,democrat,1.0,0.0,0.0,0.0,0.0,a speech,1
12917.json,half-true,The Obama administration has been raising taxes.,"income,taxes",mike-pence,Governor,Indiana,republican,8.0,10.0,12.0,5.0,0.0,a rally,1
13518.json,half-true,"Boeing is building a brand new 747 Air Force One for future presidents, but costs are out of control, more than $4 billion. Cancel order!","federal-budget,military",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a tweet,1
13152.json,half-true,"Says Catherine Cortez Masto failed Nevada rape victims. While attorney general, thousands of rape kits were never sent for DNA analysis.",crime,senate-leadership-fund,,,republican,0.0,0.0,1.0,1.0,0.0,a television ad,1
2848.json,half-true,The U.S. House rule barring members from wearing hats while in session dates back to the 1800s and can be waived by the speaker.,congressional-rules,frederica-wilson,"U.S. Representative, Florida District 17",Florida,democrat,1.0,0.0,1.0,1.0,0.0,an interview for a Miami Herald blog,1
3086.json,mostly-true,The impact of the 2010 federal health care legislation will be huge on Georgia.,health-care,nathan-deal,,,republican,9.0,5.0,11.0,11.0,0.0,a newspaper interview,1
12480.json,true,The 2015 Legislature passed the fewest laws in 20 years.,states,greg-abbott,governor,Texas,republican,11.0,3.0,8.0,6.0,5.0,a speech to the Republican Party of Texas convention in Dallas,1
3450.json,half-true,"The Congressional Budget Office has this economic model where they measure the economy going forward, and they are now telling us that the entire economy crashes in the year 2037 because their computer simulation cant conceive of any way in which the U.S. economy can continue.",economy,paul-ryan,U.S. Representative,Wisconsin,republican,19.0,6.0,16.0,14.0,2.0,a private briefing to Members of Congress,1
6043.json,mostly-true,Says he cut the budget.,"government-efficiency,job-accomplishments,message-machine-2012",josh-mandel,Ohio treasurer,Ohio,republican,4.0,5.0,4.0,5.0,6.0,a campaign commercial,1
10217.json,half-true,Georgia has the countrys second highest number of fraudulent tax refund claims.,"crime,taxes",johnny-isakson,U.S. Senator,Georgia,republican,2.0,3.0,3.0,2.0,0.0,press release,1
12147.json,true,Big soda has a lot of money.They make a lot of profit off their product and they market in neighborhoods that suffer from these very things that were trying to cure.,"economy,taxes",jim-kenney,Philadelphia Mayor,Pennsylvania,democrat,1.0,0.0,1.0,0.0,0.0,Pennsylvania,1
4392.json,mostly-true,"Says that 500,000 federal workers -- one-fourth of the federal workforce -- make more than $100,000 a year.","government-efficiency,new-hampshire-2012",mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,"a town hall in Litchfield, N.H.",1
9399.json,mostly-true,"Were fifth in the world (in executions), behind China, Iran, Iraq and Saudi Arabia.",criminal-justice,bill-maher,Host of Real Time with Bill Maher,California,independent,0.0,3.0,1.0,5.0,0.0,"in comments on ""Real Time with Bill Maher""",1
423.json,true,McCain opposes a woman's right to choose.,abortion,moveon,,,democrat,2.0,4.0,3.0,0.0,0.0,an e-mail message,1
9544.json,half-true,Light rail does not reduce congestion.,transportation,no-tax-tracks,,,organization,0.0,2.0,2.0,0.0,0.0,a website post,1
1802.json,half-true,"Elena Kagan has published five scholarly review articles, mostly on administrative law and the First Amendment. These articles were mostly on technical and procedural issues.","job-accomplishments,kagan-nomination,legal-issues,pundits,supreme-court",david-brooks,,,none,0.0,0.0,2.0,0.0,0.0,a column,1
9064.json,mostly-true,"Russian annexation of Crimea removes a million residents of the Ukraine that have provided the margin of victory for (Viktor) Yanukovych, the pro-Moscow prime minister in his last election.","elections,foreign-policy",karl-rove,,Texas,republican,2.0,5.0,2.0,8.0,0.0,"a panel discussion on ""Fox News Sunday""",1
8083.json,true,Every single month since 1985 has been warmer than the historic average. All 12 of the warmest years on record have come in the last 15 years.,"climate-change,environment",rush-holt,,,democrat,0.0,1.0,2.0,1.0,0.0,a campaign ad,1
10746.json,mostly-true,The United States invented the community college. Nobody else had ever done anything like it.,"education,history",hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,a roundtable at a community college,1
7910.json,half-true,Corporate tax holidays pushed by Presidents John F. Kennedy and George W. Bush brought billions of dollars back into the United States.,taxes,johnny-isakson,U.S. Senator,Georgia,republican,2.0,3.0,3.0,2.0,0.0,an interview,1
3068.json,mostly-true,"Says that before health care reform, one of every three health care dollars spent -- more than $800 billion a year -- didnt go for health care.",health-care,dennis-kucinich,U.S. representative,Ohio,democrat,1.0,3.0,4.0,6.0,0.0,a CNN interview,1
3600.json,mostly-true,Milwaukee is the most segregated city in America.,"civil-rights,labor,state-budget",jesse-jackson,Civil rights leader,Illinois,democrat,0.0,1.0,0.0,1.0,0.0,"a TV interview, as well as other venues",1
4559.json,half-true,The Christian Coalition gave (Adam) Hasner an F.,"gambling,religion,voting-record",george-lemieux,,Florida,republican,4.0,1.0,6.0,4.0,0.0,a video on a website,1
3772.json,true,Says state lawmakers have voted to spend virtually all of the Rainy Day Fund four times since the funds creation.,"state-budget,state-finances",rodney-ellis,state senator,Texas,democrat,0.0,0.0,0.0,2.0,0.0,Texas Senate floor debate.,1
2000.json,half-true,"John McCain ""began his career in Washington as a lobbyist when he was appointed in 1976 as the Navy's liaison to the United States Senate.""","candidates-biography,ethics",jd-hayworth,,Arizona,republican,0.0,1.0,1.0,1.0,2.0,a campaign commerical,1
11606.json,mostly-true,"Since he took office as Milwaukee County executive, we have never raised bus fares and this year therell be a million route-miles more than there were five years ago.","job-accomplishments,transportation",chris-abele,Philanthropist,Wisconsin,none,3.0,5.0,4.0,4.0,2.0,a TV interview,1
4372.json,true,The ratio of corporate profits to wages is now higher than at any time since just before the Great Depression.,"corporations,economy,jobs,labor,workers",robert-reich,Economics professor at the University of California (Berkeley),California,democrat,0.0,1.0,0.0,1.0,0.0,an opinion column,1
13416.json,half-true,Says Russ Feingold formed his own political group to pay himself and his staff millions.,"campaign-finance,candidates-biography",republican-party-wisconsin,,Wisconsin,republican,4.0,3.0,2.0,3.0,0.0,a radio ad,1
3528.json,true,Says some [states] with the largest reductions in crime have also lowered their prison population.,"crime,criminal-justice,state-budget",newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16.0,15.0,20.0,10.0,11.0,an op-ed,1
8774.json,mostly-true,"Today, our unemployment rate is 7.8 percent. That is the lowest in five years.",jobs,chris-christie,Governor of New Jersey,New Jersey,republican,10.0,17.0,27.0,19.0,8.0,a State of the State address,1
1618.json,true,"Says she was the the only Democrat who voted against the Wall Street bailout.""",candidates-biography,kathy-castor,"Member, U.S. House of Representatives",Florida,democrat,0.0,0.0,1.0,0.0,0.0,an interview with the Tampa Tribune,1
12426.json,mostly-true,California has the same water infrastructure from when we were 16 million people.,"infrastructure,water",dianne-feinstein,U.S. Senator,California,democrat,1.0,1.0,0.0,4.0,0.0,a newspaper Q&A,1
